block_id,task_id,activity_type,dept,asset_type,section_id,line_type,km,asset_age_years,days_since_maintenance,severity,crew_type,crew_experience_band,tasks_in_block,block_permits,start_hour,is_night,month,is_monsoon,access_difficulty,nominal_duration_min,actual_duration_min,overran,overrun_min,overrun_reason
H001193,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,A,1,power_block|traffic_block,21,0,9,1,moderate,105,170,1,65,traffic_clearance
H001194,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,B,1,power_block,2,1,2,0,easy,90,115,1,25,weather
H001195,TRD-049,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,95.81,16.1,302,routine,ohe_team,C,1,power_block,0,1,12,0,moderate,90,70,0,0,
H001196,TRD-030,TRD_TENSIONING,TRD,ohe_section,MAIN09,double,125.95,5.9,427,critical,ohe_tower_car,C,4,power_block|traffic_block,4,1,8,1,easy,105,135,1,30,late_start
H001197,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,B,3,disconnection,7,0,1,0,easy,60,45,0,0,
H001198,ENG-060,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN07,double,97.77,8.6,252,important,track_gang,B,1,power_block|traffic_block,22,0,11,0,easy,150,140,0,0,
H001199,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,A,3,disconnection,13,0,10,0,moderate,45,40,0,0,
H001200,TRD-046,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,116.32,11.3,398,routine,ohe_team,B,1,power_block,0,1,9,1,hard,90,100,1,10,late_start
H001201,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,1,power_block,11,0,3,0,easy,90,50,0,0,
H001202,TRD-007,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,50.9,13.5,427,critical,ohe_team,A,1,power_block,16,0,6,1,moderate,75,60,0,0,
H001203,TRD-065,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,96.32,6.4,262,routine,ohe_team,C,5,power_block,11,0,11,0,easy,75,65,0,0,
H001204,SNT-004,SNT_CABLE_WORK,SNT,signal,MAIN04,double,53.89,14.5,284,critical,signal_team,B,3,traffic_block,5,0,4,0,moderate,120,90,0,0,
H001205,SNT-027,SNT_CABLE_WORK,SNT,signal,MAIN04,double,57.43,30.5,321,critical,signal_team,B,3,traffic_block,4,1,9,1,hard,105,130,1,25,late_start
H001206,TRD-060,TRD_TENSIONING,TRD,ohe_section,MAIN04,double,48.08,14.9,344,critical,ohe_tower_car,B,4,power_block|traffic_block,10,0,2,0,moderate,105,105,0,0,
H001207,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,C,3,power_block|traffic_block,4,1,3,0,easy,240,280,1,40,scope
H001208,TRD-011,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,65.81,28.0,783,critical,ohe_team,B,1,power_block,15,0,2,0,easy,90,70,0,0,
H001209,SNT-011,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,37.09,8.1,228,important,signal_team,A,3,disconnection,5,0,12,0,easy,30,20,0,0,
H001210,ENG-049,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,167.52,12.1,194,important,track_gang,B,2,traffic_block,14,0,8,1,easy,75,60,0,0,
H001211,ENG-004,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,24.98,21.1,330,critical,track_gang,B,4,traffic_block,2,1,8,1,easy,75,80,1,5,traffic_clearance
H001212,TRD-062,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN06,double,78.32,5.2,425,routine,ohe_tower_car,B,1,power_block|traffic_block,8,0,1,0,easy,150,90,0,0,
H001213,ENG-052,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,158.13,17.6,133,important,track_gang,B,1,traffic_block,22,0,7,1,easy,75,50,0,0,
H001214,ENG-068,ENG_TAMPING,ENG,track_segment,MAIN08,double,106.63,20.2,186,routine,track_machine,A,1,power_block|traffic_block,0,1,11,0,easy,120,85,0,0,
H001215,ENG-034,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH03,single,37.38,15.4,300,routine,track_machine,A,3,power_block|traffic_block,23,1,11,0,hard,225,210,0,0,
H001216,ENG-073,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.06,27.8,255,critical,track_gang,A,2,traffic_block,9,0,1,0,moderate,75,60,0,0,
H001217,ENG-074,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,15.43,14.7,285,critical,track_machine,A,1,power_block|traffic_block,6,0,12,0,easy,240,175,0,0,
H001218,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,B,3,power_block,20,0,2,0,easy,75,50,0,0,
H001219,TRD-005,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,49.05,0.9,736,critical,ohe_team,B,2,power_block,6,0,11,0,moderate,75,60,0,0,
H001220,ENG-030,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.4,29.2,383,critical,track_gang,B,4,traffic_block,12,0,6,1,moderate,90,110,1,20,late_start
H001221,ENG-063,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH03,single,42.71,25.7,303,critical,track_gang,B,3,power_block|traffic_block,2,1,12,0,moderate,195,215,1,20,scope
H001222,TRD-003,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,154.16,23.5,31,routine,ohe_team,C,1,power_block,23,1,7,1,easy,90,95,1,5,traffic_clearance
H001223,TRD-056,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN06,double,76.98,30.0,722,critical,ohe_team,C,3,power_block,1,1,6,1,easy,90,105,1,15,scope
H001224,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,A,4,power_block|traffic_block,15,0,8,1,hard,105,115,1,10,late_start
H001225,ENG-054,ENG_TAMPING,ENG,track_segment,MAIN02,double,24.44,17.5,202,important,track_machine,C,2,power_block|traffic_block,9,0,2,0,easy,105,145,1,40,weather
H001226,TRD-002,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,14.66,21.0,234,routine,ohe_team,A,1,power_block,12,0,10,0,moderate,90,60,0,0,
H001227,ENG-055,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,20.37,31.7,310,important,track_gang,B,2,traffic_block,4,1,6,1,moderate,75,80,1,5,scope
H001228,ENG-048,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,165.16,31.3,128,important,track_machine,B,1,power_block|traffic_block,13,0,11,0,easy,225,265,1,40,crew
H001229,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,B,1,disconnection,19,0,5,0,easy,45,40,0,0,
H001230,TRD-023,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,137.35,26.0,222,routine,ohe_team,B,1,power_block,4,1,11,0,moderate,90,65,0,0,
H001231,ENG-043,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,53.76,24.9,353,important,track_machine,A,1,power_block|traffic_block,7,0,1,0,moderate,240,180,0,0,
H001232,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,A,1,power_block|traffic_block,3,1,9,1,easy,240,230,0,0,
H001233,SNT-017,SNT_POINT_OVERHAUL,SNT,point_machine,DIV01,single,104.98,30.1,260,critical,signal_team,B,2,disconnection|traffic_block,9,0,10,0,hard,90,95,1,5,scope
H001234,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,B,1,power_block|traffic_block,20,0,6,1,hard,240,280,1,40,traffic_clearance
H001235,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,A,3,traffic_block,19,0,7,1,moderate,45,35,0,0,
H001236,TRD-029,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,111.36,15.2,408,important,ohe_team,B,1,power_block,13,0,2,0,easy,105,80,0,0,
H001237,ENG-062,ENG_TAMPING,ENG,track_segment,MAIN11,double,173.52,31.5,67,routine,track_machine,C,1,power_block|traffic_block,1,1,5,0,moderate,120,110,0,0,
H001238,TRD-030,TRD_TENSIONING,TRD,ohe_section,MAIN09,double,125.95,5.9,427,critical,ohe_tower_car,C,4,power_block|traffic_block,4,1,12,0,hard,105,165,1,60,late_start
H001239,ENG-026,ENG_TAMPING,ENG,track_segment,MAIN11,double,177.25,10.6,349,critical,track_machine,A,3,power_block|traffic_block,21,0,11,0,moderate,135,100,0,0,
H001240,SNT-005,SNT_SIGNAL_TESTING,SNT,signal,BRCH03,single,36.99,7.2,281,important,signal_team,B,1,disconnection,1,1,5,0,hard,45,35,0,0,
H001241,ENG-021,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH02,single,18.85,28.7,353,critical,track_machine,B,1,power_block|traffic_block,15,0,9,1,moderate,195,245,1,50,scope
H001242,ENG-074,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,15.43,14.7,285,critical,track_machine,C,5,power_block|traffic_block,12,0,8,1,easy,240,300,1,60,traffic_clearance
H001243,TRD-068,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,71.27,0.5,777,important,ohe_team,B,1,power_block,20,0,11,0,hard,75,85,1,10,traffic_clearance
H001244,ENG-065,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,54.84,22.9,388,critical,track_machine,B,2,power_block|traffic_block,21,0,6,1,moderate,240,250,1,10,traffic_clearance
H001245,SNT-008,SNT_POINT_OVERHAUL,SNT,point_machine,MAIN04,double,49.4,26.7,5,routine,signal_team,B,4,disconnection|traffic_block,9,0,7,1,moderate,90,95,1,5,traffic_clearance
H001246,ENG-005,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,169.9,24.1,322,critical,track_machine,A,3,power_block|traffic_block,6,0,6,1,easy,210,175,0,0,
H001247,TRD-013,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,2.05,31.6,802,critical,ohe_team,A,4,power_block,1,1,3,0,hard,105,95,0,0,
H001248,ENG-025,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH01,single,12.29,10.3,275,critical,track_gang,A,2,power_block|traffic_block,13,0,4,0,easy,195,125,0,0,
H001249,TRD-049,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,95.81,16.1,302,routine,ohe_team,A,1,power_block,19,0,3,0,moderate,90,55,0,0,
H001250,TRD-011,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,65.81,28.0,783,critical,ohe_team,B,3,power_block,9,0,10,0,moderate,90,85,0,0,
H001251,TRD-031,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,46.32,16.6,546,important,ohe_team,B,1,power_block,12,0,7,1,moderate,90,75,0,0,
H001252,TRD-036,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,34.18,11.9,492,critical,ohe_team,C,1,power_block,9,0,9,1,easy,75,70,0,0,
H001253,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,B,1,power_block,6,0,6,1,easy,90,175,1,85,crew
H001254,ENG-044,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN11,double,171.4,13.6,225,routine,track_gang,C,3,power_block|traffic_block,2,1,4,0,easy,165,265,1,100,weather
H001255,ENG-045,ENG_TAMPING,ENG,track_segment,MAIN01,double,15.33,10.4,175,routine,track_machine,B,2,power_block|traffic_block,9,0,3,0,hard,105,110,1,5,late_start
H001256,SNT-033,SNT_SIGNAL_TESTING,SNT,signal,MAIN01,double,4.09,11.5,299,critical,signal_team,B,1,disconnection,2,1,12,0,easy,45,75,1,30,weather
H001257,ENG-021,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH02,single,18.85,28.7,353,critical,track_machine,A,4,power_block|traffic_block,3,1,8,1,moderate,195,245,1,50,traffic_clearance
H001258,ENG-065,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,54.84,22.9,388,critical,track_machine,B,4,power_block|traffic_block,17,0,6,1,moderate,240,240,0,0,
H001259,TRD-022,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.17,16.2,350,routine,ohe_team,B,5,power_block,5,0,2,0,easy,90,65,0,0,
H001260,TRD-051,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,40.91,21.2,676,important,ohe_team,C,2,power_block,7,0,10,0,easy,90,80,0,0,
H001261,ENG-028,ENG_TAMPING,ENG,track_segment,MAIN03,double,38.46,31.5,173,important,track_machine,B,4,power_block|traffic_block,4,1,1,0,easy,90,75,0,0,
H001262,ENG-015,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH01,single,1.03,22.6,192,routine,track_machine,C,1,power_block|traffic_block,7,0,4,0,moderate,210,185,0,0,
H001263,TRD-020,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,16.52,25.2,565,critical,ohe_team,B,1,power_block,21,0,7,1,easy,75,80,1,5,traffic_clearance
H001264,TRD-053,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,46.98,19.5,753,critical,ohe_team,A,3,power_block,2,1,6,1,easy,90,80,0,0,
H001265,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,A,2,power_block|traffic_block,19,0,3,0,moderate,105,135,1,30,scope
H001266,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,A,3,power_block,11,0,7,1,easy,75,60,0,0,
H001267,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,3,power_block,4,1,6,1,easy,90,85,0,0,
H001268,TRD-056,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN06,double,76.98,30.0,722,critical,ohe_team,C,2,power_block,2,1,2,0,moderate,90,120,1,30,late_start
H001269,TRD-015,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN09,double,132.53,20.4,189,routine,ohe_team,C,4,power_block,22,0,6,1,easy,75,85,1,10,scope
H001270,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,A,2,power_block|traffic_block,5,0,6,1,moderate,105,80,0,0,
H001271,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,C,5,disconnection,1,1,5,0,hard,30,60,1,30,crew
H001272,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,A,2,power_block,23,1,7,1,easy,75,60,0,0,
H001273,ENG-058,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN01,double,0.64,0.8,362,important,track_gang,C,4,power_block|traffic_block,4,1,12,0,easy,165,165,0,0,
H001274,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,B,1,disconnection,8,0,3,0,hard,60,40,0,0,
H001275,TRD-022,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.17,16.2,350,routine,ohe_team,B,2,power_block,7,0,2,0,easy,90,65,0,0,
H001276,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,B,3,disconnection|traffic_block,8,0,11,0,moderate,60,60,0,0,
H001277,ENG-010,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN10,double,146.84,3.4,301,critical,track_gang,A,4,power_block|traffic_block,18,0,10,0,easy,180,150,0,0,
H001278,TRD-015,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN09,double,132.53,20.4,189,routine,ohe_team,B,1,power_block,16,0,4,0,easy,75,55,0,0,
H001279,SNT-005,SNT_SIGNAL_TESTING,SNT,signal,BRCH03,single,36.99,7.2,281,important,signal_team,B,3,disconnection,14,0,3,0,moderate,45,35,0,0,
H001280,TRD-061,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,174.64,31.1,377,important,ohe_team,B,4,power_block,21,0,11,0,hard,90,155,1,65,material
H001281,TRD-038,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,42.62,21.8,612,critical,ohe_team,B,2,power_block,20,0,4,0,hard,75,70,0,0,
H001282,SNT-027,SNT_CABLE_WORK,SNT,signal,MAIN04,double,57.43,30.5,321,critical,signal_team,C,3,traffic_block,15,0,8,1,easy,105,115,1,10,scope
H001283,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,2,power_block|traffic_block,2,1,12,0,moderate,225,275,1,50,late_start
H001284,TRD-045,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,51.33,23.6,751,critical,ohe_team,B,3,power_block,5,0,12,0,easy,90,85,0,0,
H001285,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,C,1,traffic_block,0,1,9,1,easy,45,45,0,0,
H001286,SNT-003,SNT_CABLE_WORK,SNT,signal,BRCH02,single,18.37,5.6,190,routine,signal_team,C,4,traffic_block,11,0,12,0,moderate,120,95,0,0,
H001287,ENG-040,ENG_TAMPING,ENG,track_segment,MAIN02,double,19.86,31.5,15,routine,track_machine,A,1,power_block|traffic_block,3,1,7,1,hard,120,145,1,25,scope
H001288,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,C,2,power_block|traffic_block,3,1,2,0,moderate,105,255,1,150,traffic_clearance
H001289,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,A,1,power_block,16,0,10,0,moderate,90,55,0,0,
H001290,TRD-016,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,151.66,6.8,577,important,ohe_team,B,3,power_block,7,0,11,0,easy,90,70,0,0,
H001291,ENG-068,ENG_TAMPING,ENG,track_segment,MAIN08,double,106.63,20.2,186,routine,track_machine,B,4,power_block|traffic_block,11,0,6,1,hard,120,135,1,15,traffic_clearance
H001292,TRD-070,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,179.91,17.3,254,routine,ohe_team,B,5,power_block,11,0,7,1,hard,90,105,1,15,scope
H001293,TRD-007,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,50.9,13.5,427,critical,ohe_team,A,1,power_block,13,0,8,1,easy,75,95,1,20,material
H001294,ENG-047,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH03,single,42.41,11.6,395,important,track_machine,C,1,power_block|traffic_block,18,0,1,0,easy,210,315,1,105,material
H001295,TRD-032,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,110.65,22.0,451,important,ohe_team,B,2,power_block,4,1,4,0,moderate,90,90,0,0,
H001296,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,A,1,disconnection|traffic_block,10,0,9,1,moderate,60,45,0,0,
H001297,ENG-008,ENG_TAMPING,ENG,track_segment,MAIN10,double,145.33,13.4,243,critical,track_machine,B,5,power_block|traffic_block,21,0,6,1,easy,135,145,1,10,late_start
H001298,TRD-069,TRD_OHE_INSULATOR,TRD,ohe_section,BRCH01,single,2.9,26.1,330,critical,ohe_team,C,1,power_block,20,0,6,1,easy,45,45,0,0,
H001299,ENG-035,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN05,double,73.97,21.5,329,critical,track_machine,B,1,power_block|traffic_block,23,1,1,0,moderate,210,215,1,5,traffic_clearance
H001300,TRD-050,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,21.1,135,important,ohe_team,C,3,power_block,21,0,7,1,easy,90,75,0,0,
H001301,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,C,3,power_block|traffic_block,13,0,12,0,moderate,105,115,1,10,late_start
H001302,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,A,4,power_block|traffic_block,16,0,5,0,easy,240,180,0,0,
H001303,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,B,1,disconnection|traffic_block,16,0,4,0,easy,60,40,0,0,
H001304,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,A,1,power_block|traffic_block,2,1,2,0,easy,105,85,0,0,
H001305,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,B,1,disconnection,18,0,3,0,moderate,45,35,0,0,
H001306,TRD-060,TRD_TENSIONING,TRD,ohe_section,MAIN04,double,48.08,14.9,344,critical,ohe_tower_car,A,1,power_block|traffic_block,19,0,8,1,moderate,105,105,0,0,
H001307,ENG-034,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH03,single,37.38,15.4,300,routine,track_machine,C,5,power_block|traffic_block,22,0,8,1,easy,225,280,1,55,traffic_clearance
H001308,ENG-065,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,54.84,22.9,388,critical,track_machine,B,1,power_block|traffic_block,5,0,5,0,moderate,240,350,1,110,weather
H001309,TRD-019,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,47.28,20.7,470,critical,ohe_team,B,3,power_block,22,0,5,0,easy,75,60,0,0,
H001310,TRD-008,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,138.72,31.9,747,critical,ohe_team,A,5,power_block,21,0,4,0,moderate,90,85,0,0,
H001311,ENG-016,ENG_TAMPING,ENG,track_segment,DIV01,single,115.53,1.7,287,important,track_machine,C,1,power_block|traffic_block,10,0,12,0,easy,120,120,0,0,
H001312,ENG-002,ENG_TAMPING,ENG,track_segment,BRCH04,single,52.63,27.0,182,important,track_machine,B,2,power_block|traffic_block,19,0,6,1,moderate,105,95,0,0,
H001313,TRD-045,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,51.33,23.6,751,critical,ohe_team,C,1,power_block,23,1,2,0,hard,90,115,1,25,scope
H001314,TRD-018,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,49.72,7.8,665,important,ohe_team,A,2,power_block,20,0,8,1,moderate,75,60,0,0,
H001315,SNT-002,SNT_SIGNAL_TESTING,SNT,signal,MAIN02,double,30.09,20.7,89,important,signal_team,B,3,disconnection,17,0,1,0,hard,30,30,0,0,
H001316,SNT-018,SNT_SIGNAL_TESTING,SNT,signal,MAIN08,double,118.68,9.3,250,important,signal_team,B,3,disconnection,21,0,2,0,easy,45,30,0,0,
H001317,TRD-011,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,65.81,28.0,783,critical,ohe_team,A,3,power_block,16,0,7,1,moderate,90,85,0,0,
H001318,SNT-026,SNT_TRACK_CIRCUIT,SNT,track_circuit,BRCH03,single,42.73,0.8,158,routine,signal_team,B,1,disconnection,6,0,3,0,easy,60,40,0,0,
H001319,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,1,power_block|traffic_block,3,1,11,0,easy,225,270,1,45,traffic_clearance
H001320,TRD-008,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,138.72,31.9,747,critical,ohe_team,C,2,power_block,2,1,1,0,easy,90,150,1,60,crew
H001321,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,A,1,disconnection,18,0,8,1,easy,60,40,0,0,
H001322,ENG-063,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH03,single,42.71,25.7,303,critical,track_gang,B,1,power_block|traffic_block,9,0,9,1,moderate,195,515,1,320,weather
H001323,ENG-065,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,54.84,22.9,388,critical,track_machine,A,3,power_block|traffic_block,18,0,6,1,easy,240,210,0,0,
H001324,ENG-016,ENG_TAMPING,ENG,track_segment,DIV01,single,115.53,1.7,287,important,track_machine,B,3,power_block|traffic_block,10,0,12,0,moderate,120,100,0,0,
H001325,ENG-064,ENG_TAMPING,ENG,track_segment,MAIN11,double,161.09,13.6,283,important,track_machine,B,1,power_block|traffic_block,12,0,11,0,moderate,120,105,0,0,
H001326,SNT-022,SNT_SIGNAL_TESTING,SNT,signal,MAIN11,double,163.12,14.4,190,important,signal_team,B,4,disconnection,13,0,4,0,hard,30,25,0,0,
H001327,ENG-020,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,25.16,9.3,331,important,track_gang,A,3,traffic_block,20,0,8,1,easy,75,50,0,0,
H001328,TRD-039,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.42,18.8,706,critical,ohe_team,A,3,power_block,6,0,10,0,easy,75,120,1,45,late_start
H001329,ENG-046,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,162.01,29.9,213,important,track_machine,B,2,power_block|traffic_block,18,0,10,0,moderate,240,185,0,0,
H001330,ENG-071,ENG_WELD_REPAIR,ENG,track_segment,MAIN07,double,96.73,15.2,338,important,track_gang,B,1,traffic_block,12,0,9,1,hard,105,100,0,0,
H001331,TRD-023,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,137.35,26.0,222,routine,ohe_team,B,4,power_block,12,0,10,0,hard,90,75,0,0,
H001332,TRD-027,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,118.76,2.7,783,critical,ohe_team,A,4,power_block,10,0,9,1,moderate,90,65,0,0,
H001333,TRD-016,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,151.66,6.8,577,important,ohe_team,A,1,power_block,17,0,6,1,moderate,90,60,0,0,
H001334,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,C,3,power_block|traffic_block,4,1,2,0,easy,240,400,1,160,weather
H001335,ENG-058,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN01,double,0.64,0.8,362,important,track_gang,A,2,power_block|traffic_block,9,0,7,1,moderate,165,175,1,10,weather
H001336,ENG-036,ENG_TAMPING,ENG,track_segment,MAIN06,double,78.97,8.1,320,critical,track_machine,B,1,power_block|traffic_block,6,0,6,1,hard,120,155,1,35,scope
H001337,ENG-037,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,81.88,14.0,361,important,track_machine,C,1,power_block|traffic_block,16,0,2,0,moderate,240,215,0,0,
H001338,SNT-026,SNT_TRACK_CIRCUIT,SNT,track_circuit,BRCH03,single,42.73,0.8,158,routine,signal_team,C,3,disconnection,13,0,7,1,hard,60,65,1,5,late_start
H001339,ENG-056,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN07,double,99.55,18.2,75,routine,track_gang,B,2,power_block|traffic_block,22,0,12,0,easy,195,170,0,0,
H001340,ENG-028,ENG_TAMPING,ENG,track_segment,MAIN03,double,38.46,31.5,173,important,track_machine,B,2,power_block|traffic_block,1,1,6,1,easy,90,95,1,5,traffic_clearance
H001341,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,2,power_block,20,0,1,0,moderate,90,60,0,0,
