asset_id,month_index,asset_type,dept,section_id,line_type,age_years,days_since_maintenance,maintenance_interval_days,overdue_ratio,annual_gmt,criticality,failures_to_date,months_since_last_defect,season,is_monsoon,defect_within_30d,drainage_quality,formation_condition,true_hazard
TRA00517,20,track_segment,ENG,MAIN08,double,20.27,60,180,0.333,49.8,3,4,2,monsoon,1,0,0.642,0.504,0.078
TRA00517,21,track_segment,ENG,MAIN08,double,20.35,90,180,0.5,49.8,3,4,3,post_monsoon,0,0,0.642,0.504,0.1003
TRA00517,22,track_segment,ENG,MAIN08,double,20.43,120,180,0.667,49.8,3,4,4,post_monsoon,0,0,0.642,0.504,0.1748
TRA00517,23,track_segment,ENG,MAIN08,double,20.52,150,180,0.833,49.8,3,4,5,post_monsoon,0,1,0.642,0.504,0.262
TRA00518,0,track_segment,ENG,MAIN08,double,15.4,310,180,1.722,49.8,4,0,4,winter,0,1,0.589,0.341,0.4434
TRA00518,1,track_segment,ENG,MAIN08,double,15.48,14,180,0.078,49.8,4,1,0,winter,0,0,0.589,0.341,0.0015
TRA00518,2,track_segment,ENG,MAIN08,double,15.57,44,180,0.244,49.8,4,1,1,winter,0,0,0.589,0.341,0.0169
TRA00518,3,track_segment,ENG,MAIN08,double,15.65,74,180,0.411,49.8,4,1,2,summer,0,0,0.589,0.341,0.049
TRA00518,4,track_segment,ENG,MAIN08,double,15.73,104,180,0.578,49.8,4,1,3,summer,0,0,0.589,0.341,0.096
TRA00518,5,track_segment,ENG,MAIN08,double,15.82,134,180,0.744,49.8,4,1,4,summer,1,0,0.589,0.341,0.2866
TRA00518,6,track_segment,ENG,MAIN08,double,15.9,164,180,0.911,49.8,4,1,5,monsoon,1,0,0.589,0.341,0.4084
TRA00518,7,track_segment,ENG,MAIN08,double,15.98,194,180,1.078,49.8,4,1,6,monsoon,1,1,0.589,0.341,0.5346
TRA00518,8,track_segment,ENG,MAIN08,double,16.07,8,180,0.044,49.8,4,2,0,monsoon,1,0,0.589,0.341,0.001
TRA00518,9,track_segment,ENG,MAIN08,double,16.15,38,180,0.211,49.8,4,2,1,post_monsoon,0,0,0.589,0.341,0.014
TRA00518,10,track_segment,ENG,MAIN08,double,16.23,68,180,0.378,49.8,4,2,2,post_monsoon,0,0,0.589,0.341,0.0463
TRA00518,11,track_segment,ENG,MAIN08,double,16.32,98,180,0.544,49.8,4,2,3,post_monsoon,0,0,0.589,0.341,0.0961
TRA00518,12,track_segment,ENG,MAIN08,double,16.4,128,180,0.711,49.8,4,2,4,winter,0,0,0.589,0.341,0.1597
TRA00518,13,track_segment,ENG,MAIN08,double,16.48,158,180,0.878,49.8,4,2,5,winter,0,0,0.589,0.341,0.2324
TRA00518,14,track_segment,ENG,MAIN08,double,16.57,188,180,1.044,49.8,4,2,6,winter,0,1,0.589,0.341,0.3087
TRA00518,15,track_segment,ENG,MAIN08,double,16.65,16,180,0.089,49.8,4,3,0,summer,0,0,0.589,0.341,0.0025
TRA00518,16,track_segment,ENG,MAIN08,double,16.73,46,180,0.256,49.8,4,3,1,summer,0,0,0.589,0.341,0.0231
TRA00518,17,track_segment,ENG,MAIN08,double,16.82,76,180,0.422,49.8,4,3,2,summer,1,0,0.589,0.341,0.1195
TRA00518,18,track_segment,ENG,MAIN08,double,16.9,106,180,0.589,49.8,4,3,3,monsoon,1,0,0.589,0.341,0.2303
TRA00518,19,track_segment,ENG,MAIN08,double,16.98,136,180,0.756,49.8,4,3,4,monsoon,1,1,0.589,0.341,0.3673
TRA00518,20,track_segment,ENG,MAIN08,double,17.07,4,180,0.022,49.8,4,4,0,monsoon,1,0,0.589,0.341,0.0003
TRA00518,21,track_segment,ENG,MAIN08,double,17.15,34,180,0.189,49.8,4,4,1,post_monsoon,0,0,0.589,0.341,0.0135
TRA00518,22,track_segment,ENG,MAIN08,double,17.23,64,180,0.356,49.8,4,4,2,post_monsoon,0,0,0.589,0.341,0.05
TRA00518,23,track_segment,ENG,MAIN08,double,17.32,94,180,0.522,49.8,4,4,3,post_monsoon,0,0,0.589,0.341,0.1082
TRA00519,0,track_segment,ENG,MAIN08,double,26.6,85,180,0.472,49.8,3,0,24,winter,0,0,0.75,0.752,0.0607
TRA00519,1,track_segment,ENG,MAIN08,double,26.68,115,180,0.639,49.8,3,0,25,winter,0,0,0.75,0.752,0.1093
TRA00519,2,track_segment,ENG,MAIN08,double,26.77,145,180,0.806,49.8,3,0,26,winter,0,1,0.75,0.752,0.1673
TRA00519,3,track_segment,ENG,MAIN08,double,26.85,16,180,0.089,49.8,3,1,0,summer,0,0,0.75,0.752,0.0022
TRA00519,4,track_segment,ENG,MAIN08,double,26.93,46,180,0.256,49.8,3,1,1,summer,0,0,0.75,0.752,0.0197
TRA00519,5,track_segment,ENG,MAIN08,double,27.02,76,180,0.422,49.8,3,1,2,summer,1,0,0.75,0.752,0.0885
TRA00519,6,track_segment,ENG,MAIN08,double,27.1,106,180,0.589,49.8,3,1,3,monsoon,1,0,0.75,0.752,0.1707
TRA00519,7,track_segment,ENG,MAIN08,double,27.18,136,180,0.756,49.8,3,1,4,monsoon,1,1,0.75,0.752,0.2722
TRA00519,8,track_segment,ENG,MAIN08,double,27.27,5,180,0.028,49.8,3,2,0,monsoon,1,0,0.75,0.752,0.0003
TRA00519,9,track_segment,ENG,MAIN08,double,27.35,35,180,0.194,49.8,3,2,1,post_monsoon,0,0,0.75,0.752,0.0125
TRA00519,10,track_segment,ENG,MAIN08,double,27.43,65,180,0.361,49.8,3,2,2,post_monsoon,0,0,0.75,0.752,0.045
TRA00519,11,track_segment,ENG,MAIN08,double,27.52,95,180,0.528,49.8,3,2,3,post_monsoon,0,0,0.75,0.752,0.0962
TRA00519,12,track_segment,ENG,MAIN08,double,27.6,125,180,0.694,49.8,3,2,4,winter,0,0,0.75,0.752,0.1625
TRA00519,13,track_segment,ENG,MAIN08,double,27.68,155,180,0.861,49.8,3,2,5,winter,0,0,0.75,0.752,0.239
TRA00519,14,track_segment,ENG,MAIN08,double,27.77,185,180,1.028,49.8,3,2,6,winter,0,1,0.75,0.752,0.32
TRA00519,15,track_segment,ENG,MAIN08,double,27.85,6,180,0.033,49.8,3,3,0,summer,0,0,0.75,0.752,0.0003
TRA00519,16,track_segment,ENG,MAIN08,double,27.93,36,180,0.2,49.8,3,3,1,summer,0,0,0.75,0.752,0.0147
TRA00519,17,track_segment,ENG,MAIN08,double,28.02,66,180,0.367,49.8,3,3,2,summer,1,0,0.75,0.752,0.0828
TRA00519,18,track_segment,ENG,MAIN08,double,28.1,96,180,0.533,49.8,3,3,3,monsoon,1,0,0.75,0.752,0.1752
TRA00519,19,track_segment,ENG,MAIN08,double,28.18,126,180,0.7,49.8,3,3,4,monsoon,1,0,0.75,0.752,0.2943
TRA00519,20,track_segment,ENG,MAIN08,double,28.27,156,180,0.867,49.8,3,3,5,monsoon,1,0,0.75,0.752,0.4312
TRA00519,21,track_segment,ENG,MAIN08,double,28.35,186,180,1.033,49.8,3,3,6,post_monsoon,0,0,0.75,0.752,0.3582
TRA00519,22,track_segment,ENG,MAIN08,double,28.43,216,180,1.2,49.8,3,3,7,post_monsoon,0,1,0.75,0.752,0.447
TRA00519,23,track_segment,ENG,MAIN08,double,28.52,2,180,0.011,49.8,3,4,0,post_monsoon,0,0,0.75,0.752,0.0
TRA00520,0,track_segment,ENG,MAIN08,double,29.2,383,180,2.128,49.8,2,0,8,winter,0,1,0.642,0.29,0.5902
TRA00520,1,track_segment,ENG,MAIN08,double,29.28,6,180,0.033,49.8,2,1,0,winter,0,0,0.642,0.29,0.0003
TRA00520,2,track_segment,ENG,MAIN08,double,29.37,36,180,0.2,49.8,2,1,1,winter,0,0,0.642,0.29,0.013
TRA00520,3,track_segment,ENG,MAIN08,double,29.45,66,180,0.367,49.8,2,1,2,summer,0,0,0.642,0.29,0.0453
TRA00520,4,track_segment,ENG,MAIN08,double,29.53,96,180,0.533,49.8,2,1,3,summer,0,0,0.642,0.29,0.0958
TRA00520,5,track_segment,ENG,MAIN08,double,29.62,126,180,0.7,49.8,2,1,4,summer,1,1,0.642,0.29,0.2976
TRA00520,6,track_segment,ENG,MAIN08,double,29.7,1,180,0.006,49.8,2,2,0,monsoon,1,0,0.642,0.29,0.0
TRA00520,7,track_segment,ENG,MAIN08,double,29.78,31,180,0.172,49.8,2,2,1,monsoon,1,0,0.642,0.29,0.0197
TRA00520,8,track_segment,ENG,MAIN08,double,29.87,61,180,0.339,49.8,2,2,2,monsoon,1,0,0.642,0.29,0.0798
TRA00520,9,track_segment,ENG,MAIN08,double,29.95,91,180,0.506,49.8,2,2,3,post_monsoon,0,0,0.642,0.29,0.0966
TRA00520,10,track_segment,ENG,MAIN08,double,30.03,121,180,0.672,49.8,2,2,4,post_monsoon,0,1,0.642,0.29,0.1673
TRA00520,11,track_segment,ENG,MAIN08,double,30.12,9,180,0.05,49.8,2,3,0,post_monsoon,0,0,0.642,0.29,0.0009
TRA00520,12,track_segment,ENG,MAIN08,double,30.2,39,180,0.217,49.8,2,3,1,winter,0,0,0.642,0.29,0.019
TRA00520,13,track_segment,ENG,MAIN08,double,30.28,69,180,0.383,49.8,2,3,2,winter,0,0,0.642,0.29,0.0615
TRA00520,14,track_segment,ENG,MAIN08,double,30.37,99,180,0.55,49.8,2,3,3,winter,0,0,0.642,0.29,0.1263
TRA00520,15,track_segment,ENG,MAIN08,double,30.45,129,180,0.717,49.8,2,3,4,summer,0,0,0.642,0.29,0.2087
TRA00520,16,track_segment,ENG,MAIN08,double,30.53,159,180,0.883,49.8,2,3,5,summer,0,0,0.642,0.29,0.3024
TRA00520,17,track_segment,ENG,MAIN08,double,30.62,189,180,1.05,49.8,2,3,6,summer,1,1,0.642,0.29,0.7406
TRA00520,18,track_segment,ENG,MAIN08,double,30.7,10,180,0.056,49.8,2,4,0,monsoon,1,0,0.642,0.29,0.0022
TRA00520,19,track_segment,ENG,MAIN08,double,30.78,40,180,0.222,49.8,2,4,1,monsoon,1,0,0.642,0.29,0.0407
TRA00520,20,track_segment,ENG,MAIN08,double,30.87,70,180,0.389,49.8,2,4,2,monsoon,1,0,0.642,0.29,0.1287
TRA00520,21,track_segment,ENG,MAIN08,double,30.95,100,180,0.556,49.8,2,4,3,post_monsoon,0,0,0.642,0.29,0.1417
TRA00520,22,track_segment,ENG,MAIN08,double,31.03,130,180,0.722,49.8,2,4,4,post_monsoon,0,0,0.642,0.29,0.2328
TRA00520,23,track_segment,ENG,MAIN08,double,31.12,160,180,0.889,49.8,2,4,5,post_monsoon,0,1,0.642,0.29,0.3363
TRA00521,0,track_segment,ENG,MAIN08,double,2.4,78,180,0.433,49.8,3,2,28,winter,0,0,0.544,0.805,0.0484
TRA00521,1,track_segment,ENG,MAIN08,double,2.48,108,180,0.6,49.8,3,2,29,winter,0,0,0.544,0.805,0.0919
TRA00521,2,track_segment,ENG,MAIN08,double,2.57,138,180,0.767,49.8,3,2,30,winter,0,0,0.544,0.805,0.1452
TRA00521,3,track_segment,ENG,MAIN08,double,2.65,168,180,0.933,49.8,3,2,31,summer,0,0,0.544,0.805,0.2043
TRA00521,4,track_segment,ENG,MAIN08,double,2.73,198,180,1.1,49.8,3,2,32,summer,0,0,0.544,0.805,0.2649
TRA00521,5,track_segment,ENG,MAIN08,double,2.82,228,180,1.267,49.8,3,2,33,summer,1,0,0.544,0.805,0.5391
TRA00521,6,track_segment,ENG,MAIN08,double,2.9,20,180,0.111,49.8,3,2,34,monsoon,1,0,0.544,0.805,0.0049
TRA00521,7,track_segment,ENG,MAIN08,double,2.98,50,180,0.278,49.8,3,2,35,monsoon,1,0,0.544,0.805,0.0329
TRA00521,8,track_segment,ENG,MAIN08,double,3.07,80,180,0.444,49.8,3,2,36,monsoon,1,0,0.544,0.805,0.0858
TRA00521,9,track_segment,ENG,MAIN08,double,3.15,110,180,0.611,49.8,3,2,37,post_monsoon,0,0,0.544,0.805,0.0961
TRA00521,10,track_segment,ENG,MAIN08,double,3.23,140,180,0.778,49.8,3,2,38,post_monsoon,0,0,0.544,0.805,0.1504
TRA00521,11,track_segment,ENG,MAIN08,double,3.32,170,180,0.944,49.8,3,2,39,post_monsoon,0,0,0.544,0.805,0.2103
TRA00521,12,track_segment,ENG,MAIN08,double,3.4,200,180,1.111,49.8,3,2,40,winter,0,0,0.544,0.805,0.2715
TRA00521,13,track_segment,ENG,MAIN08,double,3.48,230,180,1.278,49.8,3,2,41,winter,0,0,0.544,0.805,0.3302
TRA00521,14,track_segment,ENG,MAIN08,double,3.57,260,180,1.444,49.8,3,2,42,winter,0,1,0.544,0.805,0.3836
TRA00521,15,track_segment,ENG,MAIN08,double,3.65,11,180,0.061,49.8,3,3,0,summer,0,0,0.544,0.805,0.0009
TRA00521,16,track_segment,ENG,MAIN08,double,3.73,41,180,0.228,49.8,3,3,1,summer,0,0,0.544,0.805,0.0146
TRA00521,17,track_segment,ENG,MAIN08,double,3.82,71,180,0.394,49.8,3,3,2,summer,1,0,0.544,0.805,0.0752
TRA00521,18,track_segment,ENG,MAIN08,double,3.9,101,180,0.561,49.8,3,3,3,monsoon,1,1,0.544,0.805,0.1516
TRA00521,19,track_segment,ENG,MAIN08,double,3.98,1,180,0.006,49.8,3,4,0,monsoon,1,0,0.544,0.805,0.0
TRA00521,20,track_segment,ENG,MAIN08,double,4.07,31,180,0.172,49.8,3,4,1,monsoon,1,0,0.544,0.805,0.0149
TRA00521,21,track_segment,ENG,MAIN08,double,4.15,61,180,0.339,49.8,3,4,2,post_monsoon,0,0,0.544,0.805,0.0364
TRA00521,22,track_segment,ENG,MAIN08,double,4.23,91,180,0.506,49.8,3,4,3,post_monsoon,0,0,0.544,0.805,0.0815
TRA00521,23,track_segment,ENG,MAIN08,double,4.32,121,180,0.672,49.8,3,4,4,post_monsoon,0,0,0.544,0.805,0.1411
TRA00522,0,track_segment,ENG,MAIN08,double,16.7,222,180,1.233,49.8,3,0,30,winter,0,0,0.787,0.477,0.2999
TRA00522,1,track_segment,ENG,MAIN08,double,16.78,16,180,0.089,49.8,3,0,31,winter,0,0,0.787,0.477,0.0018
TRA00522,2,track_segment,ENG,MAIN08,double,16.87,46,180,0.256,49.8,3,0,32,winter,0,0,0.787,0.477,0.016
TRA00522,3,track_segment,ENG,MAIN08,double,16.95,76,180,0.422,49.8,3,0,33,summer,0,0,0.787,0.477,0.0446
TRA00522,4,track_segment,ENG,MAIN08,double,17.03,106,180,0.589,49.8,3,0,34,summer,0,0,0.787,0.477,0.086
TRA00522,5,track_segment,ENG,MAIN08,double,17.12,136,180,0.756,49.8,3,0,35,summer,1,0,0.787,0.477,0.2333
TRA00522,6,track_segment,ENG,MAIN08,double,17.2,166,180,0.922,49.8,3,0,36,monsoon,1,0,0.787,0.477,0.3302
TRA00522,7,track_segment,ENG,MAIN08,double,17.28,196,180,1.089,49.8,3,0,37,monsoon,1,0,0.787,0.477,0.4302
TRA00522,8,track_segment,ENG,MAIN08,double,17.37,226,180,1.256,49.8,3,0,38,monsoon,1,1,0.787,0.477,0.5269
TRA00522,9,track_segment,ENG,MAIN08,double,17.45,16,180,0.089,49.8,3,1,0,post_monsoon,0,0,0.787,0.477,0.002
TRA00522,10,track_segment,ENG,MAIN08,double,17.53,46,180,0.256,49.8,3,1,1,post_monsoon,0,0,0.787,0.477,0.0182
TRA00522,11,track_segment,ENG,MAIN08,double,17.62,76,180,0.422,49.8,3,1,2,post_monsoon,0,0,0.787,0.477,0.0508
TRA00522,12,track_segment,ENG,MAIN08,double,17.7,106,180,0.589,49.8,3,1,3,winter,0,0,0.787,0.477,0.0979
TRA00522,13,track_segment,ENG,MAIN08,double,17.78,136,180,0.756,49.8,3,1,4,winter,0,0,0.787,0.477,0.1561
TRA00522,14,track_segment,ENG,MAIN08,double,17.87,166,180,0.922,49.8,3,1,5,winter,0,0,0.787,0.477,0.221
TRA00522,15,track_segment,ENG,MAIN08,double,17.95,196,180,1.089,49.8,3,1,6,summer,0,1,0.787,0.477,0.288
TRA00522,16,track_segment,ENG,MAIN08,double,18.03,5,180,0.028,49.8,3,2,0,summer,0,0,0.787,0.477,0.0002
TRA00522,17,track_segment,ENG,MAIN08,double,18.12,35,180,0.194,49.8,3,2,1,summer,1,0,0.787,0.477,0.0197
TRA00522,18,track_segment,ENG,MAIN08,double,18.2,65,180,0.361,49.8,3,2,2,monsoon,1,0,0.787,0.477,0.0707
TRA00522,19,track_segment,ENG,MAIN08,double,18.28,95,180,0.528,49.8,3,2,3,monsoon,1,0,0.787,0.477,0.1513
TRA00522,20,track_segment,ENG,MAIN08,double,18.37,125,180,0.694,49.8,3,2,4,monsoon,1,0,0.787,0.477,0.2557
TRA00522,21,track_segment,ENG,MAIN08,double,18.45,155,180,0.861,49.8,3,2,5,post_monsoon,0,0,0.787,0.477,0.221
TRA00522,22,track_segment,ENG,MAIN08,double,18.53,185,180,1.028,49.8,3,2,6,post_monsoon,0,0,0.787,0.477,0.2959
TRA00522,23,track_segment,ENG,MAIN08,double,18.62,215,180,1.194,49.8,3,2,7,post_monsoon,0,0,0.787,0.477,0.37
TRA00523,0,track_segment,ENG,MAIN08,double,27.8,255,180,1.417,49.8,2,1,21,winter,0,1,0.87,0.667,0.4437
TRA00523,1,track_segment,ENG,MAIN08,double,27.88,0,180,0.0,49.8,2,2,0,winter,0,0,0.87,0.667,0.0
TRA00523,2,track_segment,ENG,MAIN08,double,27.97,30,180,0.167,49.8,2,2,1,winter,0,0,0.87,0.667,0.0091
TRA00523,3,track_segment,ENG,MAIN08,double,28.05,60,180,0.333,49.8,2,2,2,summer,0,0,0.87,0.667,0.0383
TRA00523,4,track_segment,ENG,MAIN08,double,28.13,90,180,0.5,49.8,2,2,3,summer,0,0,0.87,0.667,0.0867
TRA00523,5,track_segment,ENG,MAIN08,double,28.22,120,180,0.667,49.8,2,2,4,summer,1,1,0.87,0.667,0.2399
TRA00523,6,track_segment,ENG,MAIN08,double,28.3,17,180,0.094,49.8,2,3,0,monsoon,1,0,0.87,0.667,0.0049
TRA00523,7,track_segment,ENG,MAIN08,double,28.38,47,180,0.261,49.8,2,3,1,monsoon,1,0,0.87,0.667,0.0407
TRA00523,8,track_segment,ENG,MAIN08,double,28.47,77,180,0.428,49.8,2,3,2,monsoon,1,1,0.87,0.667,0.1118
TRA00523,9,track_segment,ENG,MAIN08,double,28.55,8,180,0.044,49.8,2,4,0,post_monsoon,0,0,0.87,0.667,0.0007
TRA00523,10,track_segment,ENG,MAIN08,double,28.63,38,180,0.211,49.8,2,4,1,post_monsoon,0,0,0.87,0.667,0.0181
TRA00523,11,track_segment,ENG,MAIN08,double,28.72,68,180,0.378,49.8,2,4,2,post_monsoon,0,0,0.87,0.667,0.06
TRA00523,12,track_segment,ENG,MAIN08,double,28.8,98,180,0.544,49.8,2,4,3,winter,0,1,0.87,0.667,0.1244
TRA00523,13,track_segment,ENG,MAIN08,double,28.88,7,180,0.039,49.8,2,5,0,winter,0,0,0.87,0.667,0.0006
TRA00523,14,track_segment,ENG,MAIN08,double,28.97,37,180,0.206,49.8,2,5,1,winter,0,0,0.87,0.667,0.0186
TRA00523,15,track_segment,ENG,MAIN08,double,29.05,67,180,0.372,49.8,2,5,2,summer,0,0,0.87,0.667,0.0634
TRA00523,16,track_segment,ENG,MAIN08,double,29.13,97,180,0.539,49.8,2,5,3,summer,0,0,0.87,0.667,0.1328
TRA00523,17,track_segment,ENG,MAIN08,double,29.22,127,180,0.706,49.8,2,5,4,summer,1,1,0.87,0.667,0.3527
TRA00523,18,track_segment,ENG,MAIN08,double,29.3,15,180,0.083,49.8,2,6,0,monsoon,1,0,0.87,0.667,0.0049
TRA00523,19,track_segment,ENG,MAIN08,double,29.38,45,180,0.25,49.8,2,6,1,monsoon,1,0,0.87,0.667,0.0482
TRA00523,20,track_segment,ENG,MAIN08,double,29.47,75,180,0.417,49.8,2,6,2,monsoon,1,0,0.87,0.667,0.1372
TRA00523,21,track_segment,ENG,MAIN08,double,29.55,105,180,0.583,49.8,2,6,3,post_monsoon,0,0,0.87,0.667,0.1678
TRA00523,22,track_segment,ENG,MAIN08,double,29.63,135,180,0.75,49.8,2,6,4,post_monsoon,0,1,0.87,0.667,0.2688
TRA00523,23,track_segment,ENG,MAIN08,double,29.72,4,180,0.022,49.8,2,7,0,post_monsoon,0,0,0.87,0.667,0.0002
TRA00524,0,track_segment,ENG,MAIN08,double,17.2,185,180,1.028,49.8,2,0,16,winter,0,0,0.99,0.595,0.2228
TRA00524,1,track_segment,ENG,MAIN08,double,17.28,215,180,1.194,49.8,2,0,17,winter,0,0,0.99,0.595,0.2786
TRA00524,2,track_segment,ENG,MAIN08,double,17.37,245,180,1.361,49.8,2,0,18,winter,0,1,0.99,0.595,0.3307
TRA00524,3,track_segment,ENG,MAIN08,double,17.45,7,180,0.039,49.8,2,1,0,summer,0,0,0.99,0.595,0.0003
TRA00524,4,track_segment,ENG,MAIN08,double,17.53,37,180,0.206,49.8,2,1,1,summer,0,0,0.99,0.595,0.0112
TRA00524,5,track_segment,ENG,MAIN08,double,17.62,67,180,0.372,49.8,2,1,2,summer,1,0,0.99,0.595,0.0592
TRA00524,6,track_segment,ENG,MAIN08,double,17.7,97,180,0.539,49.8,2,1,3,monsoon,1,0,0.99,0.595,0.1239
TRA00524,7,track_segment,ENG,MAIN08,double,17.78,127,180,0.706,49.8,2,1,4,monsoon,1,0,0.99,0.595,0.2071
TRA00524,8,track_segment,ENG,MAIN08,double,17.87,157,180,0.872,49.8,2,1,5,monsoon,1,0,0.99,0.595,0.3024
TRA00524,9,track_segment,ENG,MAIN08,double,17.95,187,180,1.039,49.8,2,1,6,post_monsoon,0,0,0.99,0.595,0.2583
TRA00524,10,track_segment,ENG,MAIN08,double,18.03,217,180,1.206,49.8,2,1,7,post_monsoon,0,0,0.99,0.595,0.3218
TRA00524,11,track_segment,ENG,MAIN08,double,18.12,247,180,1.372,49.8,2,1,8,post_monsoon,0,1,0.99,0.595,0.3807
TRA00524,12,track_segment,ENG,MAIN08,double,18.2,13,180,0.072,49.8,2,2,0,winter,0,0,0.99,0.595,0.0014
TRA00524,13,track_segment,ENG,MAIN08,double,18.28,43,180,0.239,49.8,2,2,1,winter,0,0,0.99,0.595,0.0171
TRA00524,14,track_segment,ENG,MAIN08,double,18.37,73,180,0.406,49.8,2,2,2,winter,0,0,0.99,0.595,0.0508
TRA00524,15,track_segment,ENG,MAIN08,double,18.45,103,180,0.572,49.8,2,2,3,summer,0,0,0.99,0.595,0.1005
TRA00524,16,track_segment,ENG,MAIN08,double,18.53,133,180,0.739,49.8,2,2,4,summer,0,1,0.99,0.595,0.1626
TRA00524,17,track_segment,ENG,MAIN08,double,18.62,5,180,0.028,49.8,2,3,0,summer,1,0,0.99,0.595,0.0003
TRA00524,18,track_segment,ENG,MAIN08,double,18.7,35,180,0.194,49.8,2,3,1,monsoon,1,0,0.99,0.595,0.0193
TRA00524,19,track_segment,ENG,MAIN08,double,18.78,65,180,0.361,49.8,2,3,2,monsoon,1,0,0.99,0.595,0.0694
TRA00524,20,track_segment,ENG,MAIN08,double,18.87,95,180,0.528,49.8,2,3,3,monsoon,1,0,0.99,0.595,0.1484
TRA00524,21,track_segment,ENG,MAIN08,double,18.95,125,180,0.694,49.8,2,3,4,post_monsoon,0,0,0.99,0.595,0.1609
TRA00524,22,track_segment,ENG,MAIN08,double,19.03,155,180,0.861,49.8,2,3,5,post_monsoon,0,0,0.99,0.595,0.2366
TRA00524,23,track_segment,ENG,MAIN08,double,19.12,185,180,1.028,49.8,2,3,6,post_monsoon,0,0,0.99,0.595,0.3168
TRA00525,0,track_segment,ENG,MAIN08,double,5.0,250,180,1.389,49.8,3,0,27,winter,0,0,0.532,0.759,0.299
TRA00525,1,track_segment,ENG,MAIN08,double,5.08,280,180,1.556,49.8,3,0,28,winter,0,1,0.532,0.759,0.3387
TRA00525,2,track_segment,ENG,MAIN08,double,5.17,12,180,0.067,49.8,3,1,0,winter,0,0,0.532,0.759,0.0009
TRA00525,3,track_segment,ENG,MAIN08,double,5.25,42,180,0.233,49.8,3,1,1,summer,0,0,0.532,0.759,0.0128
TRA00525,4,track_segment,ENG,MAIN08,double,5.33,72,180,0.4,49.8,3,1,2,summer,0,0,0.532,0.759,0.0388
TRA00525,5,track_segment,ENG,MAIN08,double,5.42,102,180,0.567,49.8,3,1,3,summer,1,0,0.532,0.759,0.1313
TRA00525,6,track_segment,ENG,MAIN08,double,5.5,132,180,0.733,49.8,3,1,4,monsoon,1,0,0.532,0.759,0.2136
TRA00525,7,track_segment,ENG,MAIN08,double,5.58,162,180,0.9,49.8,3,1,5,monsoon,1,0,0.532,0.759,0.3064
TRA00525,8,track_segment,ENG,MAIN08,double,5.67,192,180,1.067,49.8,3,1,6,monsoon,1,1,0.532,0.759,0.4032
TRA00525,9,track_segment,ENG,MAIN08,double,5.75,5,180,0.028,49.8,3,2,0,post_monsoon,0,0,0.532,0.759,0.0002
TRA00525,10,track_segment,ENG,MAIN08,double,5.83,35,180,0.194,49.8,3,2,1,post_monsoon,0,0,0.532,0.759,0.0099
TRA00525,11,track_segment,ENG,MAIN08,double,5.92,65,180,0.361,49.8,3,2,2,post_monsoon,0,0,0.532,0.759,0.0355
TRA00525,12,track_segment,ENG,MAIN08,double,6.0,95,180,0.528,49.8,3,2,3,winter,0,0,0.532,0.759,0.0759
TRA00525,13,track_segment,ENG,MAIN08,double,6.08,125,180,0.694,49.8,3,2,4,winter,0,0,0.532,0.759,0.1283
TRA00525,14,track_segment,ENG,MAIN08,double,6.17,155,180,0.861,49.8,3,2,5,winter,0,0,0.532,0.759,0.1887
TRA00525,15,track_segment,ENG,MAIN08,double,6.25,185,180,1.028,49.8,3,2,6,summer,0,1,0.532,0.759,0.2527
TRA00525,16,track_segment,ENG,MAIN08,double,6.33,4,180,0.022,49.8,3,3,0,summer,0,0,0.532,0.759,0.0001
TRA00525,17,track_segment,ENG,MAIN08,double,6.42,34,180,0.189,49.8,3,3,1,summer,1,0,0.532,0.759,0.0175
TRA00525,18,track_segment,ENG,MAIN08,double,6.5,64,180,0.356,49.8,3,3,2,monsoon,1,0,0.532,0.759,0.0647
TRA00525,19,track_segment,ENG,MAIN08,double,6.58,94,180,0.522,49.8,3,3,3,monsoon,1,0,0.532,0.759,0.14
TRA00525,20,track_segment,ENG,MAIN08,double,6.67,124,180,0.689,49.8,3,3,4,monsoon,1,0,0.532,0.759,0.238
TRA00525,21,track_segment,ENG,MAIN08,double,6.75,154,180,0.856,49.8,3,3,5,post_monsoon,0,1,0.532,0.759,0.2075
TRA00525,22,track_segment,ENG,MAIN08,double,6.83,6,180,0.033,49.8,3,4,0,post_monsoon,0,0,0.532,0.759,0.0003
TRA00525,23,track_segment,ENG,MAIN08,double,6.92,36,180,0.2,49.8,3,4,1,post_monsoon,0,0,0.532,0.759,0.0128
TRA00526,0,track_segment,ENG,MAIN08,double,17.5,326,180,1.811,49.8,4,0,31,winter,0,1,0.656,0.192,0.4762
TRA00526,1,track_segment,ENG,MAIN08,double,17.58,18,180,0.1,49.8,4,1,0,winter,0,0,0.656,0.192,0.0027
TRA00526,2,track_segment,ENG,MAIN08,double,17.67,48,180,0.267,49.8,4,1,1,winter,0,0,0.656,0.192,0.0209
TRA00526,3,track_segment,ENG,MAIN08,double,17.75,78,180,0.433,49.8,4,1,2,summer,0,0,0.656,0.192,0.0562
TRA00526,4,track_segment,ENG,MAIN08,double,17.83,108,180,0.6,49.8,4,1,3,summer,0,0,0.656,0.192,0.1067
TRA00526,5,track_segment,ENG,MAIN08,double,17.92,138,180,0.767,49.8,4,1,4,summer,1,0,0.656,0.192,0.3166
TRA00526,6,track_segment,ENG,MAIN08,double,18.0,168,180,0.933,49.8,4,1,5,monsoon,1,0,0.656,0.192,0.4453
