id,dept,asset_type,section_id,km_from,km_to,age_years,days_since_maintenance,maintenance_interval_days,criticality,annual_gmt,failures_3y
TRA00610,ENG,track_segment,MAIN09,134.55,135.05,26.5,79,180,3,45.2,2
TRA00611,ENG,track_segment,MAIN09,124.02,124.52,28.3,69,180,4,45.2,2
TRA00612,ENG,track_segment,MAIN09,133.18,133.68,17.0,12,180,3,45.2,0
TRA00613,ENG,track_segment,MAIN09,133.56,134.06,16.7,286,180,2,45.2,1
TRA00614,ENG,track_segment,MAIN09,134.39,134.89,16.6,61,180,4,45.2,0
TRA00615,ENG,track_segment,MAIN09,121.27,121.77,29.8,343,180,3,45.2,0
TRA00616,ENG,track_segment,MAIN09,121.66,122.16,9.0,268,180,4,45.2,1
TRA00617,ENG,track_segment,MAIN09,129.48,129.98,22.6,151,180,3,45.2,0
TRA00618,ENG,track_segment,MAIN09,120.97,121.47,18.6,151,180,3,45.2,0
TRA00619,ENG,track_segment,MAIN09,131.92,132.42,28.8,375,180,3,45.2,0
TRA00620,ENG,track_segment,MAIN09,128.51,129.01,5.3,124,180,4,45.2,1
TRA00621,ENG,track_segment,MAIN09,135.81,136.31,1.3,230,180,3,45.2,1
TRA00622,ENG,track_segment,MAIN09,131.01,131.51,3.4,34,180,4,45.2,0
TRA00623,ENG,track_segment,MAIN09,121.53,122.03,4.6,387,180,4,45.2,0
TRA00624,ENG,track_segment,MAIN09,128.08,128.58,3.6,118,180,2,45.2,0
TRA00625,ENG,track_segment,MAIN09,122.34,122.84,11.8,352,180,3,45.2,1
TRA00626,ENG,track_segment,MAIN09,123.09,123.59,3.7,268,180,2,45.2,1
TRA00627,ENG,track_segment,MAIN09,129.66,130.16,17.8,299,180,2,45.2,0
TRA00628,ENG,track_segment,MAIN09,127.63,128.13,3.3,359,180,3,45.2,0
TRA00629,ENG,track_segment,MAIN09,133.94,134.44,20.4,115,180,2,45.2,0
LEV00630,ENG,level_crossing,MAIN09,131.79,131.79,5.5,99,120,2,45.2,0
BRI00631,ENG,bridge,MAIN09,125.36,125.36,8.7,448,365,4,45.2,0
SIG00632,SNT,signal,MAIN09,130.92,130.92,2.1,256,150,4,45.2,0
SIG00633,SNT,signal,MAIN09,126.6,126.6,30.2,80,150,5,45.2,0
SIG00634,SNT,signal,MAIN09,134.85,134.85,8.6,310,150,3,45.2,0
SIG00635,SNT,signal,MAIN09,133.37,133.37,22.6,251,150,4,45.2,0
SIG00636,SNT,signal,MAIN09,125.84,125.84,7.7,49,150,4,45.2,0
SIG00637,SNT,signal,MAIN09,122.17,122.17,12.0,267,150,3,45.2,0
POI00638,SNT,point_machine,MAIN09,127.58,127.58,20.2,130,120,5,45.2,1
POI00639,SNT,point_machine,MAIN09,123.35,123.35,16.6,165,120,5,45.2,0
TRA00640,SNT,track_circuit,MAIN09,131.21,131.21,7.9,129,180,5,45.2,0
TRA00641,SNT,track_circuit,MAIN09,130.83,130.83,14.1,363,180,4,45.2,0
TRA00642,SNT,track_circuit,MAIN09,129.08,129.08,27.8,16,180,3,45.2,0
TRA00643,SNT,track_circuit,MAIN09,131.2,131.2,8.7,121,180,4,45.2,2
TRA00644,SNT,track_circuit,MAIN09,135.61,135.61,17.1,140,180,4,45.2,0
TRA00645,SNT,track_circuit,MAIN09,124.28,124.28,27.7,223,180,3,45.2,0
TRA00646,SNT,track_circuit,MAIN09,134.47,134.47,15.5,24,180,4,45.2,1
TRA00647,SNT,track_circuit,MAIN09,134.62,134.62,26.4,108,180,4,45.2,1
OHE00648,TRD,ohe_section,MAIN09,126.48,126.48,8.6,313,200,4,45.2,0
OHE00649,TRD,ohe_section,MAIN09,125.95,125.95,5.9,427,200,4,45.2,0
OHE00650,TRD,ohe_section,MAIN09,134.72,134.72,16.9,194,200,4,45.2,2
OHE00651,TRD,ohe_section,MAIN09,122.93,122.93,13.4,45,200,4,45.2,0
OHE00652,TRD,ohe_section,MAIN09,128.34,128.34,31.7,410,200,4,45.2,1
OHE00653,TRD,ohe_section,MAIN09,133.23,133.23,25.4,174,200,4,45.2,1
OHE00654,TRD,ohe_mast,MAIN09,125.28,125.28,26.5,775,365,2,45.2,2
OHE00655,TRD,ohe_mast,MAIN09,133.23,133.23,8.2,453,365,3,45.2,0
OHE00656,TRD,ohe_mast,MAIN09,120.67,120.67,19.4,325,365,3,45.2,0
OHE00657,TRD,ohe_mast,MAIN09,125.96,125.96,13.8,719,365,1,45.2,1
OHE00658,TRD,ohe_mast,MAIN09,132.71,132.71,18.2,21,365,2,45.2,0
OHE00659,TRD,ohe_mast,MAIN09,124.94,124.94,21.5,661,365,1,45.2,0
OHE00660,TRD,ohe_mast,MAIN09,132.53,132.53,20.4,189,365,2,45.2,2
OHE00661,TRD,ohe_mast,MAIN09,127.46,127.46,10.3,530,365,2,45.2,0
OHE00662,TRD,ohe_mast,MAIN09,121.88,121.88,23.2,589,365,3,45.2,0
OHE00663,TRD,ohe_mast,MAIN09,122.72,122.72,26.9,687,365,3,45.2,1
OHE00664,TRD,ohe_mast,MAIN09,126.33,126.33,8.5,117,365,1,45.2,0
OHE00665,TRD,ohe_mast,MAIN09,135.25,135.25,20.8,512,365,2,45.2,0
OHE00666,TRD,ohe_mast,MAIN09,126.6,126.6,16.7,323,365,1,45.2,1
OHE00667,TRD,ohe_mast,MAIN09,129.17,129.17,29.6,267,365,3,45.2,0
OHE00668,TRD,ohe_mast,MAIN09,129.01,129.01,13.2,357,365,2,45.2,0
OHE00669,TRD,ohe_mast,MAIN09,131.12,131.12,12.3,247,365,2,45.2,1
OHE00670,TRD,ohe_mast,MAIN09,123.67,123.67,6.4,392,365,1,45.2,1
OHE00671,TRD,ohe_mast,MAIN09,120.83,120.83,23.4,714,365,1,45.2,0
OHE00672,TRD,ohe_mast,MAIN09,122.52,122.52,7.7,79,365,2,45.2,0
OHE00673,TRD,ohe_mast,MAIN09,126.86,126.86,25.6,527,365,2,45.2,1
OHE00674,TRD,ohe_mast,MAIN09,132.67,132.67,3.9,525,365,3,45.2,0
OHE00675,TRD,ohe_mast,MAIN09,124.39,124.39,13.5,421,365,2,45.2,0
OHE00676,TRD,ohe_mast,MAIN09,123.33,123.33,9.7,784,365,3,45.2,0
OHE00677,TRD,ohe_mast,MAIN09,121.78,121.78,17.9,773,365,1,45.2,0
TRA00678,ENG,track_segment,MAIN10,138.24,138.74,10.6,354,180,4,56.6,5
TRA00679,ENG,track_segment,MAIN10,147.29,147.79,1.6,180,180,3,56.6,1
TRA00680,ENG,track_segment,MAIN10,139.03,139.53,32.0,102,180,3,56.6,1
TRA00681,ENG,track_segment,MAIN10,149.46,149.96,28.0,304,180,2,56.6,2
TRA00682,ENG,track_segment,MAIN10,138.18,138.68,23.1,283,180,2,56.6,0
TRA00683,ENG,track_segment,MAIN10,146.84,147.34,3.4,301,180,3,56.6,2
TRA00684,ENG,track_segment,MAIN10,147.33,147.83,28.8,221,180,2,56.6,2
TRA00685,ENG,track_segment,MAIN10,138.45,138.95,23.8,362,180,2,56.6,0
TRA00686,ENG,track_segment,MAIN10,137.93,138.43,7.4,174,180,4,56.6,1
TRA00687,ENG,track_segment,MAIN10,140.62,141.12,4.2,19,180,4,56.6,0
TRA00688,ENG,track_segment,MAIN10,147.05,147.55,17.0,290,180,4,56.6,0
TRA00689,ENG,track_segment,MAIN10,140.16,140.66,18.9,184,180,3,56.6,2
TRA00690,ENG,track_segment,MAIN10,145.33,145.83,13.4,243,180,3,56.6,0
TRA00691,ENG,track_segment,MAIN10,141.07,141.57,23.4,12,180,2,56.6,1
TRA00692,ENG,track_segment,MAIN10,140.06,140.56,2.4,64,180,3,56.6,0
TRA00693,ENG,track_segment,MAIN10,143.1,143.6,1.1,289,180,4,56.6,1
TRA00694,ENG,track_segment,MAIN10,140.69,141.19,10.6,296,180,2,56.6,0
TRA00695,ENG,track_segment,MAIN10,140.95,141.45,5.7,50,180,3,56.6,1
TRA00696,ENG,track_segment,MAIN10,150.11,150.61,10.2,375,180,2,56.6,0
TRA00697,ENG,track_segment,MAIN10,137.6,138.1,6.4,146,180,3,56.6,1
TRA00698,ENG,track_segment,MAIN10,143.14,143.64,6.7,87,180,2,56.6,0
TRA00699,ENG,track_segment,MAIN10,136.94,137.44,26.2,133,180,4,56.6,5
TRA00700,ENG,track_segment,MAIN10,140.87,141.37,1.3,26,180,3,56.6,2
TRA00701,ENG,track_segment,MAIN10,141.85,142.35,11.2,159,180,3,56.6,0
TRA00702,ENG,track_segment,MAIN10,142.04,142.54,13.7,59,180,3,56.6,1
TRA00703,ENG,track_segment,MAIN10,137.15,137.65,2.2,70,180,3,56.6,0
TRA00704,ENG,track_segment,MAIN10,138.29,138.79,20.1,117,180,3,56.6,0
TRA00705,ENG,track_segment,MAIN10,142.02,142.52,8.1,198,180,3,56.6,0
TRA00706,ENG,track_segment,MAIN10,142.72,143.22,27.2,113,180,2,56.6,0
TRA00707,ENG,track_segment,MAIN10,147.68,148.18,28.7,242,180,2,56.6,2
LEV00708,ENG,level_crossing,MAIN10,145.93,145.93,10.3,215,120,3,56.6,0
BRI00709,ENG,bridge,MAIN10,141.15,141.15,26.8,567,365,5,56.6,1
SIG00710,SNT,signal,MAIN10,149.1,149.1,10.3,162,150,4,56.6,0
SIG00711,SNT,signal,MAIN10,139.79,139.79,21.6,273,150,4,56.6,3
SIG00712,SNT,signal,MAIN10,148.4,148.4,28.2,243,150,3,56.6,1
SIG00713,SNT,signal,MAIN10,145.81,145.81,15.1,62,150,4,56.6,0
SIG00714,SNT,signal,MAIN10,146.97,146.97,4.0,222,150,3,56.6,0
SIG00715,SNT,signal,MAIN10,149.96,149.96,8.6,128,150,3,56.6,3
POI00716,SNT,point_machine,MAIN10,136.63,136.63,10.9,165,120,4,56.6,0
POI00717,SNT,point_machine,MAIN10,142.55,142.55,30.5,9,120,5,56.6,1
TRA00718,SNT,track_circuit,MAIN10,137.56,137.56,15.9,328,180,4,56.6,2
TRA00719,SNT,track_circuit,MAIN10,147.47,147.47,30.7,128,180,4,56.6,0
TRA00720,SNT,track_circuit,MAIN10,139.83,139.83,24.1,40,180,5,56.6,0
TRA00721,SNT,track_circuit,MAIN10,136.95,136.95,4.9,80,180,4,56.6,0
TRA00722,SNT,track_circuit,MAIN10,146.24,146.24,13.0,182,180,3,56.6,1
TRA00723,SNT,track_circuit,MAIN10,143.71,143.71,16.8,353,180,4,56.6,0
TRA00724,SNT,track_circuit,MAIN10,138.53,138.53,25.1,225,180,3,56.6,1
OHE00725,TRD,ohe_section,MAIN10,145.71,145.71,31.2,25,200,4,56.6,2
OHE00726,TRD,ohe_section,MAIN10,146.32,146.32,20.0,389,200,4,56.6,0
OHE00727,TRD,ohe_section,MAIN10,141.91,141.91,24.8,210,200,3,56.6,1
OHE00728,TRD,ohe_section,MAIN10,138.2,138.2,28.2,150,200,3,56.6,1
OHE00729,TRD,ohe_section,MAIN10,146.52,146.52,16.2,164,200,4,56.6,0
OHE00730,TRD,ohe_section,MAIN10,148.29,148.29,14.4,124,200,4,56.6,1
OHE00731,TRD,ohe_mast,MAIN10,143.73,143.73,25.5,312,365,2,56.6,2
OHE00732,TRD,ohe_mast,MAIN10,144.81,144.81,13.5,698,365,2,56.6,0
OHE00733,TRD,ohe_mast,MAIN10,144.29,144.29,12.0,377,365,2,56.6,2
OHE00734,TRD,ohe_mast,MAIN10,136.69,136.69,26.8,558,365,2,56.6,1
OHE00735,TRD,ohe_mast,MAIN10,137.12,137.12,7.4,516,365,2,56.6,0
OHE00736,TRD,ohe_mast,MAIN10,145.42,145.42,18.8,706,365,1,56.6,5
OHE00737,TRD,ohe_mast,MAIN10,138.72,138.72,31.9,747,365,2,56.6,1
OHE00738,TRD,ohe_mast,MAIN10,145.63,145.63,8.9,495,365,3,56.6,1
OHE00739,TRD,ohe_mast,MAIN10,148.91,148.91,16.1,702,365,3,56.6,0
OHE00740,TRD,ohe_mast,MAIN10,150.73,150.73,27.2,591,365,2,56.6,0
OHE00741,TRD,ohe_mast,MAIN10,139.33,139.33,13.5,390,365,2,56.6,0
OHE00742,TRD,ohe_mast,MAIN10,147.8,147.8,9.1,621,365,1,56.6,1
OHE00743,TRD,ohe_mast,MAIN10,138.14,138.14,29.2,772,365,2,56.6,0
OHE00744,TRD,ohe_mast,MAIN10,137.35,137.35,26.0,222,365,2,56.6,1
OHE00745,TRD,ohe_mast,MAIN10,137.34,137.34,19.1,583,365,2,56.6,0
OHE00746,TRD,ohe_mast,MAIN10,144.45,144.45,19.1,709,365,3,56.6,3
OHE00747,TRD,ohe_mast,MAIN10,147.3,147.3,7.3,643,365,3,56.6,2
OHE00748,TRD,ohe_mast,MAIN10,142.57,142.57,9.3,642,365,2,56.6,0
OHE00749,TRD,ohe_mast,MAIN10,137.46,137.46,31.6,532,365,1,56.6,0
OHE00750,TRD,ohe_mast,MAIN10,150.82,150.82,2.8,97,365,1,56.6,1
OHE00751,TRD,ohe_mast,MAIN10,144.19,144.19,5.5,378,365,2,56.6,0
OHE00752,TRD,ohe_mast,MAIN10,149.43,149.43,8.4,712,365,2,56.6,2
TRA00753,ENG,track_segment,MAIN11,162.36,162.86,18.1,383,180,3,65.4,0
TRA00754,ENG,track_segment,MAIN11,151.17,151.67,11.4,163,180,4,65.4,1
TRA00755,ENG,track_segment,MAIN11,162.01,162.51,29.9,213,180,4,65.4,0
TRA00756,ENG,track_segment,MAIN11,168.44,168.94,12.4,155,180,4,65.4,0
TRA00757,ENG,track_segment,MAIN11,166.61,167.11,28.8,288,180,2,65.4,0
TRA00758,ENG,track_segment,MAIN11,155.53,156.03,16.0,316,180,4,65.4,0
TRA00759,ENG,track_segment,MAIN11,164.03,164.53,23.1,186,180,2,65.4,0
TRA00760,ENG,track_segment,MAIN11,164.33,164.83,14.8,142,180,3,65.4,0
TRA00761,ENG,track_segment,MAIN11,164.24,164.74,8.6,240,180,3,65.4,0
TRA00762,ENG,track_segment,MAIN11,156.32,156.82,23.5,342,180,3,65.4,0
TRA00763,ENG,track_segment,MAIN11,153.61,154.11,19.5,234,180,4,65.4,1
TRA00764,ENG,track_segment,MAIN11,166.68,167.18,17.7,338,180,2,65.4,0
TRA00765,ENG,track_segment,MAIN11,159.2,159.7,27.5,280,180,3,65.4,1
TRA00766,ENG,track_segment,MAIN11,161.92,162.42,15.9,189,180,2,65.4,0
TRA00767,ENG,track_segment,MAIN11,177.25,177.75,10.6,349,180,3,65.4,0
TRA00768,ENG,track_segment,MAIN11,171.4,171.9,13.6,225,180,4,65.4,0
TRA00769,ENG,track_segment,MAIN11,153.12,153.62,31.0,350,180,2,65.4,0
TRA00770,ENG,track_segment,MAIN11,167.52,168.02,12.1,194,180,3,65.4,0
TRA00771,ENG,track_segment,MAIN11,159.07,159.57,20.4,99,180,4,65.4,0
TRA00772,ENG,track_segment,MAIN11,170.93,171.43,29.5,56,180,4,65.4,0
TRA00773,ENG,track_segment,MAIN11,172.83,173.33,24.3,52,180,4,65.4,0
TRA00774,ENG,track_segment,MAIN11,155.03,155.53,18.0,93,180,3,65.4,1
TRA00775,ENG,track_segment,MAIN11,154.21,154.71,26.8,302,180,4,65.4,1
TRA00776,ENG,track_segment,MAIN11,165.47,165.97,27.4,16,180,2,65.4,0
TRA00777,ENG,track_segment,MAIN11,178.95,179.45,23.3,166,180,2,65.4,0
TRA00778,ENG,track_segment,MAIN11,166.16,166.66,4.0,285,180,3,65.4,0
TRA00779,ENG,track_segment,MAIN11,165.16,165.66,31.3,128,180,4,65.4,0
TRA00780,ENG,track_segment,MAIN11,170.64,171.14,5.0,10,180,2,65.4,1
TRA00781,ENG,track_segment,MAIN11,153.83,154.33,16.7,275,180,3,65.4,0
TRA00782,ENG,track_segment,MAIN11,156.98,157.48,16.0,385,180,3,65.4,2
TRA00783,ENG,track_segment,MAIN11,178.67,179.17,26.2,166,180,2,65.4,0
TRA00784,ENG,track_segment,MAIN11,178.6,179.1,19.6,246,180,3,65.4,1
TRA00785,ENG,track_segment,MAIN11,158.13,158.63,17.6,133,180,2,65.4,0
TRA00786,ENG,track_segment,MAIN11,164.24,164.74,30.7,297,180,3,65.4,1
TRA00787,ENG,track_segment,MAIN11,161.09,161.59,13.6,283,180,3,65.4,1
TRA00788,ENG,track_segment,MAIN11,176.93,177.43,18.1,393,180,4,65.4,2
TRA00789,ENG,track_segment,MAIN11,166.74,167.24,29.4,249,180,4,65.4,1
TRA00790,ENG,track_segment,MAIN11,175.62,176.12,18.3,23,180,3,65.4,2
TRA00791,ENG,track_segment,MAIN11,154.42,154.92,29.0,394,180,2,65.4,0
TRA00792,ENG,track_segment,MAIN11,155.8,156.3,8.2,174,180,3,65.4,0
TRA00793,ENG,track_segment,MAIN11,178.52,179.02,31.0,384,180,3,65.4,0
TRA00794,ENG,track_segment,MAIN11,173.52,174.02,31.5,67,180,4,65.4,0
TRA00795,ENG,track_segment,MAIN11,166.73,167.23,2.4,58,180,2,65.4,0
TRA00796,ENG,track_segment,MAIN11,166.48,166.98,23.7,319,180,3,65.4,2
TRA00797,ENG,track_segment,MAIN11,168.77,169.27,19.2,384,180,4,65.4,0
TRA00798,ENG,track_segment,MAIN11,162.11,162.61,20.9,33,180,4,65.4,0
TRA00799,ENG,track_segment,MAIN11,170.45,170.95,3.3,7,180,3,65.4,1
TRA00800,ENG,track_segment,MAIN11,169.9,170.4,24.1,322,180,2,65.4,0
TRA00801,ENG,track_segment,MAIN11,172.15,172.65,10.4,181,180,3,65.4,1
TRA00802,ENG,track_segment,MAIN11,166.4,166.9,20.7,165,180,3,65.4,1
TRA00803,ENG,track_segment,MAIN11,156.18,156.68,18.9,258,180,4,65.4,0
TRA00804,ENG,track_segment,MAIN11,163.02,163.52,19.0,107,180,3,65.4,0
TRA00805,ENG,track_segment,MAIN11,170.47,170.97,6.8,85,180,2,65.4,0
TRA00806,ENG,track_segment,MAIN11,154.69,155.19,28.3,211,180,2,65.4,2
TRA00807,ENG,track_segment,MAIN11,179.31,179.81,29.1,103,180,2,65.4,2
TRA00808,ENG,track_segment,MAIN11,174.6,175.1,19.5,393,180,2,65.4,2
TRA00809,ENG,track_segment,MAIN11,178.56,179.06,10.6,174,180,2,65.4,1
TRA00810,ENG,track_segment,MAIN11,172.22,172.72,19.9,237,180,3,65.4,0
LEV00811,ENG,level_crossing,MAIN11,175.3,175.3,7.2,164,120,2,65.4,0
BRI00812,ENG,bridge,MAIN11,174.48,174.48,16.4,534,365,5,65.4,0
SIG00813,SNT,signal,MAIN11,153.91,153.91,1.6,46,150,4,65.4,0
SIG00814,SNT,signal,MAIN11,179.93,179.93,25.7,28,150,4,65.4,0
SIG00815,SNT,signal,MAIN11,163.75,163.75,8.8,141,150,5,65.4,2
SIG00816,SNT,signal,MAIN11,160.27,160.27,0.7,124,150,5,65.4,0
SIG00817,SNT,signal,MAIN11,159.59,159.59,8.5,128,150,4,65.4,0
SIG00818,SNT,signal,MAIN11,163.12,163.12,14.4,190,150,5,65.4,2
SIG00819,SNT,signal,MAIN11,161.25,161.25,10.9,96,150,4,65.4,0
SIG00820,SNT,signal,MAIN11,165.37,165.37,23.9,95,150,5,65.4,0
SIG00821,SNT,signal,MAIN11,171.87,171.87,12.5,317,150,4,65.4,0
SIG00822,SNT,signal,MAIN11,161.64,161.64,6.1,45,150,5,65.4,1
SIG00823,SNT,signal,MAIN11,162.75,162.75,11.2,103,150,4,65.4,0
POI00824,SNT,point_machine,MAIN11,154.99,154.99,9.5,90,120,4,65.4,0
POI00825,SNT,point_machine,MAIN11,173.06,173.06,31.9,199,120,5,65.4,0
POI00826,SNT,point_machine,MAIN11,161.07,161.07,5.0,215,120,5,65.4,3
POI00827,SNT,point_machine,MAIN11,175.32,175.32,15.8,122,120,5,65.4,3
TRA00828,SNT,track_circuit,MAIN11,168.52,168.52,10.1,17,180,3,65.4,0
TRA00829,SNT,track_circuit,MAIN11,156.64,156.64,5.9,38,180,5,65.4,0
TRA00830,SNT,track_circuit,MAIN11,158.7,158.7,16.6,192,180,4,65.4,0
TRA00831,SNT,track_circuit,MAIN11,157.92,157.92,5.9,284,180,4,65.4,0
TRA00832,SNT,track_circuit,MAIN11,157.78,157.78,8.4,292,180,4,65.4,2
TRA00833,SNT,track_circuit,MAIN11,174.3,174.3,13.5,97,180,5,65.4,1
TRA00834,SNT,track_circuit,MAIN11,176.34,176.34,31.3,194,180,3,65.4,0
TRA00835,SNT,track_circuit,MAIN11,156.44,156.44,3.2,199,180,3,65.4,0
TRA00836,SNT,track_circuit,MAIN11,172.68,172.68,26.2,109,180,3,65.4,1
TRA00837,SNT,track_circuit,MAIN11,151.67,151.67,15.1,14,180,3,65.4,0
TRA00838,SNT,track_circuit,MAIN11,168.26,168.26,28.4,71,180,5,65.4,0
TRA00839,SNT,track_circuit,MAIN11,164.97,164.97,22.2,171,180,4,65.4,0
TRA00840,SNT,track_circuit,MAIN11,178.43,178.43,25.3,317,180,4,65.4,0
TRA00841,SNT,track_circuit,MAIN11,176.31,176.31,14.4,168,180,3,65.4,2
OHE00842,TRD,ohe_section,MAIN11,178.05,178.05,25.1,236,200,5,65.4,2
OHE00843,TRD,ohe_section,MAIN11,160.63,160.63,0.6,60,200,4,65.4,0
OHE00844,TRD,ohe_section,MAIN11,164.07,164.07,28.7,397,200,5,65.4,3
OHE00845,TRD,ohe_section,MAIN11,165.75,165.75,6.8,322,200,4,65.4,2
OHE00846,TRD,ohe_section,MAIN11,164.89,164.89,31.5,177,200,5,65.4,2
OHE00847,TRD,ohe_section,MAIN11,167.8,167.8,6.9,360,200,5,65.4,0
OHE00848,TRD,ohe_section,MAIN11,153.76,153.76,8.8,88,200,4,65.4,5
OHE00849,TRD,ohe_section,MAIN11,176.18,176.18,20.1,62,200,3,65.4,1
OHE00850,TRD,ohe_section,MAIN11,174.18,174.18,20.5,339,200,3,65.4,0
OHE00851,TRD,ohe_section,MAIN11,152.19,152.19,5.5,226,200,4,65.4,0
OHE00852,TRD,ohe_section,MAIN11,169.84,169.84,28.6,228,200,3,65.4,0
OHE00853,TRD,ohe_mast,MAIN11,158.27,158.27,21.0,7,365,2,65.4,1
OHE00854,TRD,ohe_mast,MAIN11,164.58,164.58,19.5,596,365,2,65.4,5
OHE00855,TRD,ohe_mast,MAIN11,167.24,167.24,29.0,88,365,3,65.4,5
OHE00856,TRD,ohe_mast,MAIN11,154.34,154.34,12.0,102,365,1,65.4,3
OHE00857,TRD,ohe_mast,MAIN11,155.18,155.18,32.0,761,365,2,65.4,1
OHE00858,TRD,ohe_mast,MAIN11,167.09,167.09,10.0,9,365,1,65.4,2
OHE00859,TRD,ohe_mast,MAIN11,159.7,159.7,12.0,282,365,1,65.4,0
OHE00860,TRD,ohe_mast,MAIN11,164.11,164.11,31.0,142,365,3,65.4,2
OHE00861,TRD,ohe_mast,MAIN11,162.36,162.36,9.7,564,365,3,65.4,0
OHE00862,TRD,ohe_mast,MAIN11,173.98,173.98,24.3,710,365,1,65.4,0
OHE00863,TRD,ohe_mast,MAIN11,158.86,158.86,6.0,279,365,1,65.4,1
OHE00864,TRD,ohe_mast,MAIN11,171.1,171.1,31.1,523,365,1,65.4,0
OHE00865,TRD,ohe_mast,MAIN11,157.27,157.27,12.3,226,365,2,65.4,0
OHE00866,TRD,ohe_mast,MAIN11,151.66,151.66,6.8,577,365,1,65.4,0
OHE00867,TRD,ohe_mast,MAIN11,152.8,152.8,9.5,181,365,2,65.4,1
OHE00868,TRD,ohe_mast,MAIN11,179.91,179.91,17.3,254,365,3,65.4,0
OHE00869,TRD,ohe_mast,MAIN11,170.59,170.59,1.0,55,365,3,65.4,2
OHE00870,TRD,ohe_mast,MAIN11,176.86,176.86,23.1,505,365,2,65.4,1
OHE00871,TRD,ohe_mast,MAIN11,176.26,176.26,16.8,510,365,2,65.4,0
OHE00872,TRD,ohe_mast,MAIN11,166.04,166.04,14.2,229,365,2,65.4,0
OHE00873,TRD,ohe_mast,MAIN11,156.67,156.67,17.3,711,365,1,65.4,0
OHE00874,TRD,ohe_mast,MAIN11,165.59,165.59,27.9,266,365,3,65.4,1
OHE00875,TRD,ohe_mast,MAIN11,171.53,171.53,2.7,37,365,3,65.4,0
OHE00876,TRD,ohe_mast,MAIN11,151.86,151.86,30.3,692,365,2,65.4,2
OHE00877,TRD,ohe_mast,MAIN11,177.81,177.81,21.5,433,365,2,65.4,2
OHE00878,TRD,ohe_mast,MAIN11,177.22,177.22,27.0,568,365,3,65.4,1
OHE00879,TRD,ohe_mast,MAIN11,174.64,174.64,31.1,377,365,2,65.4,2
OHE00880,TRD,ohe_mast,MAIN11,163.78,163.78,29.7,333,365,3,65.4,5
OHE00881,TRD,ohe_mast,MAIN11,178.72,178.72,15.7,433,365,2,65.4,0
OHE00882,TRD,ohe_mast,MAIN11,168.48,168.48,30.9,578,365,3,65.4,0
OHE00883,TRD,ohe_mast,MAIN11,156.04,156.04,21.6,657,365,3,65.4,0
OHE00884,TRD,ohe_mast,MAIN11,154.87,154.87,4.0,48,365,1,65.4,1
OHE00885,TRD,ohe_mast,MAIN11,164.17,164.17,11.5,404,365,2,65.4,0
OHE00886,TRD,ohe_mast,MAIN11,154.16,154.16,23.5,31,365,1,65.4,0
OHE00887,TRD,ohe_mast,MAIN11,152.02,152.02,9.9,221,365,3,65.4,0
OHE00888,TRD,ohe_mast,MAIN11,167.84,167.84,24.2,711,365,2,65.4,1
OHE00889,TRD,ohe_mast,MAIN11,163.25,163.25,1.9,277,365,2,65.4,0
OHE00890,TRD,ohe_mast,MAIN11,178.09,178.09,15.7,302,365,1,65.4,1
OHE00891,TRD,ohe_mast,MAIN11,153.51,153.51,24.4,400,365,2,65.4,0
OHE00892,TRD,ohe_mast,MAIN11,172.07,172.07,24.8,670,365,1,65.4,0
OHE00893,TRD,ohe_mast,MAIN11,170.06,170.06,4.3,746,365,2,65.4,0
OHE00894,TRD,ohe_mast,MAIN11,166.58,166.58,27.1,448,365,3,65.4,1
OHE00895,TRD,ohe_mast,MAIN11,161.43,161.43,24.0,534,365,3,65.4,0
TRA00896,ENG,track_segment,BRCH01,13.54,14.04,6.7,86,180,2,16.6,0
TRA00897,ENG,track_segment,BRCH01,13.42,13.92,11.0,181,180,4,16.6,0
TRA00898,ENG,track_segment,BRCH01,3.54,4.04,12.8,308,180,3,16.6,0
TRA00899,ENG,track_segment,BRCH01,1.3,1.8,21.6,118,180,3,16.6,0
TRA00900,ENG,track_segment,BRCH01,1.03,1.53,22.6,192,180,4,16.6,0
TRA00901,ENG,track_segment,BRCH01,11.38,11.88,21.4,311,180,3,16.6,0
TRA00902,ENG,track_segment,BRCH01,12.22,12.72,31.5,266,180,4,16.6,0
TRA00903,ENG,track_segment,BRCH01,11.05,11.55,12.3,320,180,3,16.6,1
TRA00904,ENG,track_segment,BRCH01,0.77,1.27,10.7,52,180,3,16.6,1
TRA00905,ENG,track_segment,BRCH01,13.04,13.54,6.7,362,180,3,16.6,2
TRA00906,ENG,track_segment,BRCH01,4.22,4.72,9.1,238,180,3,16.6,1
TRA00907,ENG,track_segment,BRCH01,1.07,1.57,14.7,54,180,3,16.6,1
TRA00908,ENG,track_segment,BRCH01,6.58,7.08,1.5,42,180,3,16.6,0
TRA00909,ENG,track_segment,BRCH01,9.98,10.48,8.8,51,180,3,16.6,1
TRA00910,ENG,track_segment,BRCH01,7.18,7.68,1.7,338,180,2,16.6,0
TRA00911,ENG,track_segment,BRCH01,10.58,11.08,11.7,385,180,4,16.6,0
TRA00912,ENG,track_segment,BRCH01,7.95,8.45,20.1,249,180,3,16.6,0
TRA00913,ENG,track_segment,BRCH01,5.07,5.57,8.6,7,180,3,16.6,1
TRA00914,ENG,track_segment,BRCH01,3.92,4.42,15.9,156,180,3,16.6,3
